People_num,Meters,Have_gas,Have_induction,Have_vitro,Have_AC,Have_calef,Monthm,Day_of_the_week,Kwh_daily_consumption
4,186,2,0,2,1,2,1,4,22.596391550952323
5,192,1,0,1,1,1,7,0,38.46117941344602
3,107,2,2,2,2,0,8,3,17.927588641025025
2,124,1,0,2,0,0,5,7,11.76159294558782
7,52,2,2,0,1,2,12,5,19.813715407540602
7,185,2,2,1,2,2,1,0,29.432468819471662
4,141,0,1,1,1,2,10,2,23.520696986859335
4,184,0,2,2,2,2,2,7,20.74843584987872
3,60,0,1,2,0,0,1,4,17.117481480318496
1,84,2,0,2,1,2,6,5,21.286597509163464
3,122,2,0,0,1,0,5,5,15.797636192933728
2,158,2,2,2,1,1,7,4,32.74790783542922
7,169,1,1,0,1,0,7,7,44.41375262748905
4,122,2,0,2,2,0,7,5,20.491037567319502
5,110,0,2,0,1,1,1,7,46.96119301633727
6,189,0,0,0,2,0,9,5,24.439981058169835
3,89,0,1,0,2,1,11,5,35.51430669266432
3,86,1,2,0,2,1,4,3,17.954595247375895
3,114,0,1,2,1,1,6,4,30.55954729528249
6,62,0,1,1,2,1,7,6,22.1668753813153
1,74,2,1,1,0,2,12,3,12.475234564629938
1,78,0,2,1,0,0,7,1,11.999365417515053
1,83,2,2,0,0,1,3,2,17.1166865117544
7,154,2,1,1,1,1,4,2,36.499064215074924
4,184,1,2,1,2,2,7,2,20.363785927817364
4,115,1,1,1,1,1,10,7,18.64025743073216
6,71,2,0,2,2,1,1,2,45.945334076622025
5,166,2,1,0,0,2,5,5,25.119059775266084
6,86,1,1,1,2,2,6,0,19.591813744471715
2,69,0,0,1,1,1,8,4,31.996604770474878
6,81,2,1,2,2,0,3,5,25.729518330912306
3,88,2,1,1,1,0,8,7,36.37901537675653
3,191,1,1,1,2,2,12,2,17.885183865901745
3,182,1,0,0,0,1,10,5,15.806145051448977
6,168,1,0,2,0,2,5,3,21.9228547804399
7,82,1,1,1,0,0,1,2,23.150401643244386
3,193,0,2,0,0,1,10,4,19.16492574754545
3,97,1,2,1,1,1,12,4,38.48550552840822
6,199,1,0,2,2,1,7,5,23.561579291676892
4,115,1,0,0,2,1,2,0,38.63404370080857
7,92,1,2,0,2,1,11,5,38.02128883259762
7,75,2,0,2,1,0,2,5,21.27407650956925
3,68,0,2,2,1,2,4,5,14.212725316039213
5,80,1,1,2,2,2,12,4,19.88218598196165
2,130,2,2,1,0,0,2,6,18.26839769066064
5,182,0,0,0,1,1,7,2,39.29654461507571
3,83,2,1,0,2,0,7,4,16.955273004427774
4,193,0,2,2,0,0,5,4,21.52214438735112
4,77,0,1,1,2,1,7,2,20.59547368321542
4,76,1,1,0,2,0,1,2,15.090640795653538
6,102,1,2,1,1,0,7,6,36.11189209771522
1,168,0,0,2,1,1,9,1,28.46729090116568
7,141,2,0,2,0,0,6,2,21.188850756317862
7,77,1,0,1,2,2,12,3,21.600261894264666
2,154,0,2,2,1,2,11,0,12.33131057465993
5,74,1,1,0,0,2,5,6,18.408699534355197
4,99,2,1,2,2,1,7,4,21.51081343523712
7,141,2,1,0,0,0,10,6,26.52825393930707
1,78,2,0,1,2,0,7,0,12.690445874786558
7,88,2,0,0,1,0,3,3,23.39266242616077
2,151,2,2,0,2,0,7,7,14.772385510678774
3,108,1,1,2,2,0,1,6,15.627030332828454
3,152,1,1,0,2,0,1,2,20.44323139438135
7,80,0,0,0,1,2,7,5,36.677337222113636
4,114,0,2,2,0,0,7,6,20.641653397531595
5,69,0,2,0,2,2,11,5,21.72256329576938
3,130,2,2,0,2,1,10,7,16.49539763737381
5,151,2,0,2,1,0,9,3,32.957565776397736
7,137,1,2,2,2,1,6,6,21.286757437178373
6,151,2,1,2,2,2,1,6,26.92499741293047
5,130,0,0,1,1,1,10,3,22.971887676733918
5,172,2,2,1,0,0,8,5,23.721198139445583
1,68,0,2,2,1,2,3,2,12.168146501048021
4,110,1,1,1,2,1,9,1,19.963629684124975
3,153,2,2,2,0,1,4,0,25.04550398647505
2,172,0,2,2,1,0,5,0,14.561137119394983
4,116,2,2,0,2,0,4,6,19.17413564514141
3,153,2,0,2,0,1,11,1,32.50512189631425
1,165,1,0,0,2,2,10,0,10.442632391378597
5,107,0,2,2,2,0,7,4,19.594530724303116
4,185,1,2,0,1,2,1,7,19.35133428021668
1,162,2,1,2,2,0,5,3,20.314958309723835
7,88,1,0,2,0,0,1,3,19.990762458796468
2,54,1,2,0,2,0,4,3,8.679370235061647
5,111,0,0,1,2,2,10,0,20.31292063659357
2,115,2,2,0,2,1,8,1,14.31590517260778
2,176,0,0,2,2,1,6,0,13.451834095661976
2,58,1,0,0,1,2,8,7,23.02689355168542
2,195,0,1,1,0,1,1,7,47.459312696814806
1,67,2,2,1,1,0,9,6,24.591896886192288
1,96,2,0,0,2,0,4,1,10.910738895429972
1,105,2,1,1,0,0,10,2,14.436613343966005
7,169,1,1,1,1,1,3,4,31.731972132106936
7,135,2,1,0,1,0,11,5,29.37542246782669
2,61,0,2,1,2,2,11,4,14.435875307819312
7,113,2,0,2,2,2,10,2,24.862553820858285
3,192,1,1,0,0,1,12,1,45.07989614782355
6,52,2,1,2,2,1,7,2,22.83902335941038
5,120,2,1,0,1,1,3,7,29.48283857847171
5,64,0,0,2,1,1,11,2,36.73416548444679
7,85,0,2,1,0,2,5,1,23.898221334879032
6,122,0,1,1,0,2,6,1,25.79552828007589
3,77,1,1,1,1,1,3,3,19.952331627374264
6,116,0,2,0,1,0,9,7,34.44986192641912
3,115,0,2,1,1,1,7,7,35.722842469546
4,90,1,2,0,2,0,10,6,14.253837590266428
7,119,1,1,0,0,1,5,7,23.78778925969976
2,148,0,1,2,1,1,1,1,45.46946507176527
4,74,2,2,0,2,1,4,0,21.17606825461943
2,175,1,0,0,0,0,9,1,14.282543390174729
3,188,2,2,2,1,0,11,3,20.61194989253928
7,99,1,0,0,2,0,11,6,19.797809470482214
4,148,1,1,0,1,2,3,7,18.633630416549117
7,170,2,1,1,2,0,6,3,29.335592913108165
5,133,1,2,0,2,2,2,5,19.57832631293973
4,172,2,0,1,0,2,10,2,23.33996380960833
5,119,2,1,0,0,1,5,1,23.93067174363943
5,125,1,1,2,0,1,9,6,16.902424967020433
6,93,2,2,2,0,0,2,2,20.891943740088305
2,69,2,1,0,0,2,12,3,15.570958943506282
6,71,1,0,2,0,2,10,7,20.53744297823136
4,149,0,1,1,2,0,5,6,23.429141712206476
6,148,2,0,0,0,0,11,0,24.613686849713055
3,117,0,1,2,1,2,7,1,33.427627235374345
3,85,0,1,1,2,0,1,3,18.426765091741707
5,189,1,0,0,2,0,1,1,19.91154626848333
1,86,0,1,1,0,0,5,7,10.443735395577255
7,163,0,2,0,2,2,10,4,26.01033218691867
2,192,1,1,2,0,1,7,0,20.352695891343224
3,115,0,0,2,2,2,4,5,14.89024335384803
3,113,1,2,2,2,0,2,1,11.827339236945486
3,150,2,2,2,0,0,6,5,18.070681521741577
1,120,1,1,0,0,1,6,3,15.167466511876606
3,81,2,0,2,2,0,9,2,13.375675592806648
4,123,1,2,1,0,1,6,5,18.897735492110776
5,149,2,1,2,1,2,10,7,23.67513043165927
5,122,0,1,2,0,0,1,7,22.351180202909614
1,147,2,0,0,1,2,4,4,14.771586343258
6,93,1,1,0,1,2,1,2,20.968030168868502
7,180,1,2,2,0,0,6,7,22.643520364235822
2,177,2,0,2,0,2,12,4,18.001879895561622
5,178,2,2,0,0,1,4,5,29.513592285226245
1,120,1,0,0,1,2,3,0,9.7703201330017
7,118,1,0,2,0,1,8,0,22.693392077218927
1,84,2,0,1,1,1,6,1,24.61389323039978
3,195,0,1,2,0,0,8,5,23.298626894198748
5,55,2,1,2,2,0,5,0,20.096634582082736
6,85,1,2,0,0,1,8,4,14.90024227004272
6,161,2,0,1,0,0,1,0,24.91761983745426
1,108,2,1,1,0,0,3,7,15.311263353819163
7,127,1,1,2,0,0,4,4,24.065976381149394
2,61,2,0,2,0,0,12,4,9.60521867277788
5,183,1,0,2,0,0,2,7,19.88791326904354
4,57,1,0,0,1,0,5,2,13.441758371506
1,125,2,0,2,0,1,6,5,12.036282148240101
2,149,2,1,2,2,1,6,6,17.468232474392156
5,68,1,1,0,1,2,6,2,29.355762561329335
7,114,2,0,2,0,1,7,5,22.57732743959756
5,81,1,2,1,0,1,3,6,24.704635721111167
1,72,1,1,1,1,0,1,4,9.233211757818127
1,108,0,1,2,1,2,6,5,25.423908796762547
4,152,0,2,1,1,2,9,6,35.05552935885413
1,103,1,1,2,2,0,2,7,13.201695024210638
5,174,1,2,2,1,2,9,6,30.121730144663978
6,94,1,2,2,2,2,4,0,18.09743571678643
3,108,2,2,0,1,2,1,4,17.611464492178833
2,137,0,2,2,0,1,7,6,13.829289090457516
1,178,1,1,2,1,1,8,2,30.20901627367618
7,142,1,2,2,2,0,7,6,23.348017537361073
7,163,2,2,0,2,1,3,5,33.6663268499703
4,85,2,1,0,2,2,11,6,18.213266110613187
5,60,0,1,1,0,2,4,7,19.884100503925747
5,173,1,1,0,1,1,5,2,25.117705673812196
4,60,2,0,1,1,2,1,0,17.702576640451415
5,59,0,2,1,1,1,11,4,36.99263531022513
5,115,0,0,1,2,2,11,5,20.87060586297963
3,189,0,1,2,2,1,4,2,28.69769298453357
7,169,1,1,0,2,0,3,6,25.841587425171966
4,69,1,0,0,2,0,10,6,12.046179629472116
6,109,1,1,0,1,0,6,3,36.79908714829832
5,134,0,0,2,0,1,10,5,17.81107195435605
3,98,1,2,1,1,2,10,3,16.478199625687076
5,158,2,1,1,2,2,2,2,26.24858370980246
6,83,0,0,2,1,2,4,6,22.019797912928656
4,93,0,0,2,0,0,2,5,16.611183408491076
1,54,1,1,0,2,0,7,7,9.10596909925626
4,55,0,0,2,2,0,10,5,16.085454899965757
1,176,2,0,0,0,0,3,1,16.752033052881593
3,166,1,2,2,1,0,4,5,13.79377690806273
2,142,2,0,1,2,0,2,0,20.573398278784346
6,66,2,2,2,0,2,7,4,18.141720697621363
3,185,1,0,2,1,1,11,7,36.469342165329884
5,110,1,0,2,2,0,9,1,15.783656552221053
7,171,2,1,1,0,2,11,1,28.638026537123537
4,200,0,2,0,1,1,6,7,33.13905518114454
7,57,1,2,2,1,0,12,6,14.837559724211523
6,187,2,2,0,1,2,5,7,24.979994717025487
5,117,1,0,0,1,1,1,2,42.76347014269934
6,139,2,1,2,1,2,5,5,25.193268852544048
1,198,1,2,0,0,1,12,1,36.755452331234956
3,156,2,0,1,0,0,11,7,20.35106304834342
4,85,0,1,2,0,0,3,1,18.487188715639803
5,53,1,2,1,2,2,5,5,17.21980999327418
5,182,1,0,2,1,1,6,6,32.08378959453344
5,94,0,1,2,1,0,5,3,24.938671381221283
3,70,1,1,0,2,1,5,0,12.573244877410582
5,81,1,2,0,1,0,4,3,14.235571654345465
2,91,0,1,1,2,0,8,1,13.18407513471342
6,114,0,0,1,2,2,10,1,23.296373964587445
1,153,1,2,0,2,2,11,5,8.144045420920358
1,83,0,0,2,0,2,11,0,10.419451397867515
3,93,1,2,2,0,2,7,0,12.61824733675378
4,97,2,0,2,1,1,2,1,38.57646171526155
1,150,0,1,1,0,0,9,6,16.433566222682646
2,94,2,0,1,2,1,1,5,42.06053761615463
5,93,2,1,1,0,1,7,2,23.435514943592946
1,189,0,1,1,1,2,7,7,34.01806209968158
2,176,1,0,1,0,0,5,3,14.577809994361488
4,172,2,0,0,0,1,2,3,46.94269350452929
5,200,0,2,2,2,0,12,5,22.38276090132498
6,158,2,1,1,1,2,1,0,26.814625211315306
5,71,1,1,0,0,2,7,1,16.370226241183417
1,122,0,0,0,0,1,1,4,39.58849626825011
5,130,1,0,2,2,0,2,5,16.158436497267214
4,131,1,1,2,2,2,5,7,17.023156761616132
1,124,2,1,1,1,0,6,5,28.534924781251863
3,139,0,0,2,1,1,10,3,17.59139227228658
2,136,1,1,1,1,0,10,5,13.508420684954377
6,130,0,0,1,2,1,6,2,24.34539039480424
2,154,1,2,1,0,1,5,4,17.390285228363993
3,110,1,0,2,1,0,6,3,26.305621489827598
2,100,2,2,0,2,2,2,2,11.714796841532612
1,135,0,0,2,2,0,2,3,14.77101095772295
7,56,1,0,2,1,2,10,7,16.622161120038296
3,179,0,1,0,2,0,6,0,24.350046892683974
1,81,1,2,1,1,1,11,0,29.797407892138608
2,124,1,2,1,1,1,6,1,27.26806124463793
4,183,2,1,2,2,0,9,6,22.28470157134811
1,83,0,0,0,2,1,2,3,33.108695082630454
6,67,1,0,0,1,1,10,0,14.809910399711834
1,195,0,1,0,1,1,9,4,32.18408314267679
2,78,1,0,2,0,1,1,0,34.05594997897725
3,198,2,0,0,2,1,1,5,46.41077136347297
1,112,0,0,1,2,0,6,1,14.021135210240443
2,62,1,1,0,2,2,9,2,11.97317243270252
6,80,0,0,2,2,0,6,6,21.168536897861184
7,138,2,1,0,2,1,1,3,55.25738716452927
6,117,0,2,1,2,2,3,6,23.020807003061286
3,194,2,0,2,1,1,4,2,24.446362785568542
7,165,0,1,0,0,1,3,5,31.35356659348553
1,140,0,0,0,2,1,12,4,36.90996758574078
2,157,0,1,2,1,1,4,0,25.880468055626555
3,50,1,2,1,0,1,2,6,35.28326110701574
1,164,0,2,0,2,0,4,3,16.199171535965196
3,103,1,2,1,2,2,11,1,15.239536831239434
6,66,0,2,1,2,0,7,2,24.670738006792647
2,125,1,1,1,0,0,8,5,16.381765578062378
2,63,0,0,1,1,0,3,0,11.528078152273373
6,192,2,0,0,1,2,2,2,23.14124932766003
6,148,1,2,1,2,0,6,6,22.972886927332066
3,68,0,1,0,0,0,5,6,19.474501113914698
1,133,2,1,1,2,2,2,3,14.134786782512007
3,153,1,2,2,0,2,6,0,12.560993088976911
4,112,2,0,1,2,1,6,3,21.121029512439584
6,51,2,1,2,1,2,5,4,23.374784664712898
4,186,0,1,1,1,1,5,2,26.95423594768119
3,121,1,1,0,2,2,12,4,17.090799975629086
1,195,2,2,1,1,2,3,5,17.64558781755875
5,155,1,2,0,2,2,1,0,17.855360677867257
1,147,2,2,0,1,1,4,7,19.373835762849346
6,63,2,1,1,0,0,8,1,22.4638319715726
4,200,1,1,0,0,0,4,2,24.512548344583358
2,108,1,1,2,1,2,7,6,29.45641224518716
3,98,2,1,2,0,0,12,3,17.840844204751733
1,186,0,2,2,0,0,2,1,14.510941076249502
6,108,2,2,0,1,2,1,2,21.797586410053075
4,52,1,2,0,1,2,4,5,9.45553771426113
6,125,2,0,2,2,2,6,4,22.887334646997715
3,113,0,2,2,1,1,9,3,27.9274188720047
4,106,0,2,0,0,1,5,2,16.166417913916703
3,138,1,2,0,2,2,3,1,15.68549849025326
5,71,2,2,1,0,2,9,2,21.563843670983307
6,79,2,2,1,1,2,1,7,23.804198365396104
1,73,2,0,1,2,1,11,5,29.31583000907516
2,152,0,1,1,2,1,4,5,26.841115016228287
7,101,2,2,1,1,0,7,0,43.5266162766539
2,57,2,0,0,1,0,5,7,11.743769727601364
4,104,1,2,1,1,2,11,1,17.563967467693054
5,175,0,1,0,2,0,2,2,28.347772870270703
6,154,1,2,0,2,2,2,2,20.467410067780403
3,80,1,0,1,0,0,3,6,12.220048201410908
5,166,2,2,0,1,0,6,7,35.48842351652753
5,198,0,1,1,0,1,4,5,33.21820250158141
6,167,2,0,0,1,2,2,5,24.653431471069396
1,161,0,1,1,1,2,2,0,16.524983765925374
1,115,0,0,1,0,2,1,1,13.133110211973225
2,188,1,0,0,1,2,6,0,26.990179798457614
5,138,1,2,0,0,2,1,3,17.46116198701965
7,158,1,1,1,0,1,7,1,25.436284086662656
6,111,1,0,0,2,1,3,3,27.33212403327066
5,140,0,0,1,0,1,6,3,22.46789540121611
2,155,1,1,1,0,1,10,2,15.614538390092463
4,196,0,2,2,1,0,12,7,20.96080060653963
2,195,0,0,2,2,0,4,1,14.988471071371315
6,172,2,1,0,1,0,2,4,23.579047991253994
4,149,0,2,0,0,2,6,7,20.34878089896333
7,101,0,2,0,1,0,7,0,40.988178654113696
7,82,2,1,1,0,1,11,5,41.394142491882604
1,136,2,2,1,2,0,7,2,14.72034881751856
6,57,1,2,0,2,1,1,6,42.04570766594594
6,105,1,2,1,2,2,8,2,20.361739000248047
3,135,0,1,1,1,0,8,6,34.74345802735288
5,179,2,2,0,0,1,12,6,44.85039825339929
3,176,2,0,0,0,0,12,3,19.670421790356404
5,198,1,2,1,2,1,2,7,48.34033764150424
3,81,1,2,1,0,2,8,5,11.32885226223979
1,160,0,2,1,2,0,5,0,15.234663928433886
5,72,1,0,1,0,2,7,7,15.4841002208304
5,138,2,2,1,2,0,11,7,25.53756703025382
2,63,1,1,2,2,2,5,7,12.540239415627147
3,56,2,1,2,2,0,10,5,15.488436242217285
1,152,0,1,1,0,2,10,4,18.141587198809464
4,135,1,1,2,0,1,8,6,20.122450972393153
3,134,2,2,0,2,2,4,5,14.929100240890815
6,105,1,1,2,0,2,1,6,23.55995210078586
4,60,1,2,1,2,2,11,0,13.727422027664458
5,175,0,2,0,2,0,5,7,21.55441566967924
1,134,0,0,0,2,1,5,7,10.96870812495382
6,88,0,2,1,1,0,6,4,35.237978908517285
3,149,0,0,1,2,2,3,6,18.109909706368047
7,170,1,1,1,1,1,12,4,53.6934710094501
1,99,0,1,2,2,0,6,1,14.608934956550101
5,50,0,2,2,1,2,9,7,28.48844719445843
4,93,2,2,0,1,0,6,5,28.254968059745305
7,187,0,0,2,0,2,5,2,27.82949708227958
7,64,2,1,1,2,1,8,2,23.91434478384665
7,86,0,0,2,1,0,9,6,34.21326874155034
6,126,1,1,2,0,1,3,6,28.201819556113595
4,101,2,2,0,1,2,4,2,16.42481540253788
2,104,2,0,1,2,0,8,0,15.888078786793702
7,173,1,0,2,2,1,5,0,22.307637121506716
4,97,0,1,1,1,1,10,1,21.681533679749187
6,89,0,2,1,1,1,4,2,26.961982249940867
4,168,0,2,2,0,0,1,2,18.890975293875137
4,89,2,1,1,1,0,1,2,18.87572781996841
7,94,1,2,2,1,2,9,5,33.305657462946854
4,72,1,1,1,2,0,8,4,17.48754076328024
7,65,0,2,0,2,1,5,1,22.853894837000045
3,56,0,1,0,2,0,4,7,15.100517049651916
7,50,0,2,1,1,2,3,5,19.562970122700534
4,158,0,0,2,1,1,2,6,44.158321731205
2,142,2,1,0,1,2,1,3,20.31333951680407
3,156,0,2,0,1,0,8,3,31.12530814879661
3,63,2,0,1,1,2,6,0,27.64165211076983
1,115,2,0,1,0,2,7,5,15.197345257086704
5,155,1,2,0,0,2,8,1,18.531895317206406
4,51,1,1,1,1,1,10,0,14.349645736673333
6,190,2,1,0,2,0,1,0,27.023692204958113
5,188,0,2,2,1,1,4,4,30.49693130223119
7,59,1,1,1,1,2,11,0,22.653701205742106
6,183,0,0,0,1,0,3,5,26.373440817074883
2,200,0,1,2,0,1,7,1,20.43178576286305
5,186,2,1,2,1,2,3,7,26.25769540366851
3,149,2,1,1,0,2,4,7,21.561487899578932
4,191,1,1,2,1,2,12,6,23.467736280485973
4,67,1,1,0,2,1,12,5,41.21766847212967
2,160,0,2,2,0,1,3,6,19.3850646246146
3,116,0,2,1,2,2,7,7,15.718750963559657
3,104,0,0,2,2,0,1,7,14.599869184398944
7,54,2,0,0,0,1,10,0,19.987216724382765
3,196,2,2,0,2,1,11,1,39.58597200127869
2,65,1,2,0,0,0,11,5,10.13440715253347
7,154,1,1,1,2,2,10,3,24.36437746093997
3,83,0,1,1,0,2,10,4,16.02819499994796
7,189,1,2,2,0,1,6,4,26.044561894558033
5,62,0,1,0,0,0,2,0,20.572336475344773
6,73,1,1,2,0,0,3,4,18.429748601766523
6,98,0,0,1,0,1,12,3,44.83582683102328
5,109,0,1,2,1,0,7,0,41.702178375877274
7,191,1,2,0,0,1,1,7,48.56705453681917
5,62,2,0,0,1,2,3,1,16.434994580538653
5,71,0,0,1,2,2,11,4,18.04891555584952
2,146,2,0,1,1,0,6,5,29.68614267490608
7,88,1,0,0,0,1,6,4,20.78082417101025
6,110,2,0,2,2,2,10,2,19.53537016661784
5,64,1,0,2,0,0,2,1,11.831015547331006
6,114,2,0,2,0,2,11,7,22.23719932507694
5,50,2,1,1,2,2,8,6,17.71471027919393
6,124,2,0,2,0,1,5,3,20.929153344999577
1,176,1,1,2,0,1,12,3,37.6437412447679
1,186,0,0,1,2,1,10,5,17.6915359485288
3,92,2,0,1,2,0,10,2,19.01863185912451
2,56,0,0,0,0,2,1,0,11.891192988447909
3,85,2,1,2,2,2,8,2,18.13784842905589
1,153,1,2,2,0,0,6,1,11.087577633705514
4,72,2,2,2,0,0,11,3,17.85379809438377
6,53,0,2,0,1,1,2,7,42.09581987904486
3,55,2,2,1,0,2,2,1,15.124586452443229
2,82,1,1,1,2,1,10,3,12.842534237370296
7,132,1,0,2,2,2,4,2,20.125984152872213
2,132,1,2,2,0,1,1,0,37.17228890373208
1,83,1,2,1,0,2,6,5,8.855209761639458
4,119,2,2,2,2,2,11,3,17.9804274135598
3,115,0,1,1,2,1,6,4,19.190495289469226
7,131,1,1,0,1,0,1,7,25.88710031872982
2,150,1,2,0,0,0,5,1,13.900354675416562
2,53,0,2,0,2,1,4,3,18.657072270101136
3,169,0,2,2,1,0,2,6,17.305601479350138
4,129,0,0,2,2,1,10,6,19.941110745582595
6,141,2,2,2,1,2,12,3,24.926868433948247
4,197,0,1,0,0,1,2,5,48.75895178075054
2,179,1,0,1,0,0,7,2,16.28397279202749
5,81,1,2,0,1,0,5,5,13.937954581922329
2,82,2,2,0,0,0,5,5,11.244778893478342
3,146,1,0,0,1,2,3,2,13.590015676526951
1,52,2,1,2,2,1,9,3,10.015946090862418
3,130,2,2,0,0,2,12,0,14.502384913186024
6,137,2,1,1,0,1,5,6,24.619261011407247
1,97,2,0,0,2,1,10,1,10.280274572065302
5,80,0,2,0,1,0,10,2,18.17609919627206
5,91,0,0,0,0,0,3,0,17.79291606164653
7,118,2,0,0,2,2,8,4,24.782716306597077
6,163,2,0,1,1,2,1,0,26.311079716210568
7,54,1,1,1,2,2,1,1,20.906443914469452
3,68,1,1,2,1,0,10,0,10.29425291894391
1,179,2,1,1,0,2,3,3,18.672142466451092
7,117,2,2,1,0,1,12,3,50.939774211956504
5,173,0,2,1,1,0,11,3,24.891661004380346
6,151,0,0,1,2,1,11,4,43.797020984449645
4,52,1,1,1,1,2,7,4,31.07008250332325
2,88,0,0,2,2,0,2,6,13.537391328790749
2,155,1,1,1,0,2,7,4,15.645155772001068
5,186,2,2,1,1,2,7,1,42.48637006984321
2,115,1,0,0,0,0,10,3,7.135309536227451
5,172,0,2,2,1,2,5,7,23.783502448037616
3,108,1,1,2,1,2,2,4,15.761175060871803
3,134,1,0,1,0,0,9,6,17.452834239778355
6,119,2,0,1,2,0,2,4,26.373508914867607
2,200,0,1,2,1,1,12,5,46.191376155971454
6,90,1,1,1,1,1,4,7,27.235868598666976
1,127,0,0,2,0,0,1,3,13.251033855908132
2,169,1,1,1,2,0,8,1,18.3580777237296
7,156,1,1,1,1,1,6,7,39.50975262193224
4,77,0,0,0,1,1,4,2,23.212912269667633
3,87,0,1,1,2,1,8,6,16.834930249035374
5,142,2,0,1,2,0,9,6,21.660574425984674
3,136,1,2,0,0,1,10,0,16.640447380723288
4,59,2,1,1,1,1,1,6,43.18359028291152
3,98,1,2,0,0,2,5,2,11.740073059171568
2,78,2,0,1,2,1,8,2,14.598715936881563
1,125,2,2,1,1,1,6,2,26.6460131868317
2,76,0,0,0,0,1,11,4,31.315144739684712
5,177,0,0,1,1,1,5,7,25.340017287204727
7,52,0,0,0,2,2,3,1,18.887193812641964
6,104,2,2,2,1,2,10,1,18.63169506541037
4,183,2,1,2,1,1,12,4,49.64712128379565
3,57,1,1,1,0,1,2,1,39.22980166725145
4,56,2,2,2,1,2,3,5,14.661818764978962
7,129,1,2,2,0,2,6,3,19.754027403102246
5,83,0,0,1,2,1,11,4,41.94194410023141
3,57,1,1,0,2,0,5,1,13.800523254287272
1,139,1,1,1,1,1,8,2,29.346543467775643
4,118,0,1,1,1,1,8,1,36.96062074976507
2,141,0,1,2,2,0,7,0,14.301759020412698
1,107,1,0,2,1,0,12,3,8.257010968291409
5,84,0,0,0,2,2,7,7,17.94656329684248
6,184,0,0,1,0,2,2,7,28.396208192893504
5,190,1,1,1,1,2,12,4,23.034751393427918
1,50,1,1,0,0,1,4,5,14.606317562958493
2,115,2,0,1,1,1,7,0,31.918080314451394
7,188,1,0,1,0,2,7,2,25.93445513480645
2,85,0,1,1,2,0,12,5,14.04581063887636
1,152,1,2,1,0,0,7,1,13.043539828289619
1,199,2,2,1,1,1,7,3,34.132286052888354
5,66,2,0,0,1,2,4,2,16.98149043884543
4,53,1,2,2,0,0,2,0,11.031896283957758
2,95,1,1,2,1,1,2,7,38.12551434736853
4,146,2,0,1,1,0,6,5,32.29276354347786
7,111,1,1,0,2,2,3,3,24.664246059872738
2,158,0,1,0,0,1,6,5,19.52028936467963
4,154,1,0,2,2,1,1,7,42.740020291972655
1,60,0,1,0,2,1,7,7,12.837965108407008
3,158,1,1,0,1,1,12,7,41.97748596002493
6,144,2,0,1,2,2,12,7,26.07326272844083
7,160,1,2,2,0,2,8,4,23.447740191282115
7,197,1,0,2,1,2,8,2,41.84969583133597
5,126,0,1,1,2,0,2,2,24.701472377719128
1,132,2,1,1,1,2,3,5,14.245312263076322
2,190,2,0,0,2,1,3,2,22.06478041682457
4,136,0,0,0,0,2,2,4,19.045424385666028
1,153,1,2,2,1,1,1,0,35.278008801229085
3,149,1,2,1,2,2,1,2,15.446576421202035
1,139,1,1,2,1,0,9,4,22.29371915654078
5,107,0,2,2,0,2,12,1,17.448611467741163
4,98,0,1,2,2,2,4,6,19.746116973263426
7,186,0,1,2,1,2,3,7,27.520613402068502
5,100,1,2,2,1,2,10,2,18.770247241662837
4,102,1,1,2,2,0,8,6,16.387166801182556
5,87,2,2,1,2,2,12,1,20.905242837059742
1,57,2,2,0,2,0,4,7,9.311303271374925
6,59,0,1,2,1,0,11,5,22.64933476564623
7,66,0,2,1,1,2,3,3,20.662782032288273
6,182,1,1,0,2,2,8,6,27.4101975486777
6,144,2,2,0,0,0,9,3,22.282263419934367
3,89,1,0,0,0,1,12,0,36.919782490736395
6,75,0,0,2,0,1,12,5,43.68406090108257
5,159,0,2,2,1,0,12,3,20.90954767209397
1,118,0,2,1,1,0,12,7,14.951717477151751
6,138,0,0,1,2,0,7,2,24.77907475728862
6,72,2,2,0,1,1,2,6,42.09807174415933
2,130,1,1,2,2,1,7,1,16.791964650842946
6,82,0,0,2,1,1,3,5,24.64170118590982
7,152,2,2,2,2,1,12,2,48.92019816347703
1,68,1,2,2,2,2,5,5,7.209475046476182
3,188,1,2,0,0,1,4,2,23.319871324105264
4,73,0,2,1,0,2,7,1,16.81100755242697
2,172,1,0,2,0,0,7,2,14.410150890816604
3,69,1,0,1,0,2,6,3,14.309887019211779
6,143,2,1,2,0,2,10,4,26.03324598185482
7,156,0,2,0,2,1,4,0,32.45955314432061
1,146,2,1,2,1,1,10,6,17.970708130251417
4,176,2,2,2,0,1,8,7,19.705119276141282
3,80,2,2,2,0,0,11,6,14.741682781277692
7,107,2,0,0,1,0,10,1,21.21732197435462
7,120,0,0,0,1,0,3,4,23.36756993949722
6,114,2,1,1,0,0,2,2,23.39519321616411
6,103,2,2,0,0,2,5,3,22.08791783917043
2,121,0,1,1,1,0,6,5,27.32195159983167
3,103,2,2,1,2,1,9,5,18.326753674931986
3,65,2,1,2,2,1,3,6,25.229496900829147
1,127,0,2,2,0,2,11,7,13.521203843044528
3,110,2,0,0,1,2,7,3,32.766258668565456
6,199,0,2,1,2,2,3,1,28.376900569178606
7,131,2,2,0,1,1,4,5,30.72516202039281
5,157,2,2,1,1,1,12,5,45.27969040932745
5,169,2,0,2,0,2,6,6,22.31842163340823
